LocalTimestamp,TH,BI,EL,HR,PI,PR,T1,EA,PG
1691307105.359544,0.0,0.0,-19219.199219,0.0,0.0,0.0,0.0,3.445353,0.0
1691307105.365735,39.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.39772,0.0,0.0,0.0,0.0,184777.0,112548.0,0.0,0.0,6901.0
1691307105.426094,0.0,0.0,-19219.599609,0.0,0.0,0.0,0.0,3.448763,0.0
1691307105.437959,0.0,0.0,0.0,0.0,184793.0,112543.0,0.0,0.0,6911.0
1691307105.478199,0.0,0.0,0.0,0.0,184806.0,112548.0,0.0,0.0,6923.0
1691307105.485421,0.0,0.0,0.0,0.0,0.0,0.0,41.922,0.0,0.0
1691307105.492644,0.0,0.0,-19218.800781,0.0,0.0,0.0,0.0,3.441962,0.0
1691307105.498834,39.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.518782,0.0,0.0,0.0,0.0,184843.0,112553.0,0.0,0.0,6941.0
1691307105.558677,0.0,640.0,-19219.0,95.0,0.0,0.0,0.0,3.443657,0.0
1691307105.559365,0.0,0.0,0.0,0.0,184859.0,112571.0,0.0,0.0,6954.0
1691307105.599948,0.0,0.0,0.0,0.0,184902.0,112584.0,0.0,0.0,6965.0
1691307105.620584,0.0,0.0,0.0,0.0,0.0,0.0,41.86,0.0,0.0
1691307105.626775,0.0,0.0,-19219.400391,0.0,0.0,0.0,0.0,3.447063,0.0
1691307105.633997,39.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.640704,0.0,0.0,0.0,0.0,184927.0,112589.0,0.0,0.0,6979.0
1691307105.681459,0.0,0.0,0.0,0.0,184955.0,112598.0,0.0,0.0,7005.0
1691307105.694872,0.0,0.0,-19219.199219,0.0,0.0,0.0,0.0,3.445353,0.0
1691307105.721354,0.0,0.0,0.0,0.0,184999.0,112602.0,0.0,0.0,7016.0
1691307105.754715,0.0,0.0,0.0,0.0,0.0,0.0,41.939,0.0,0.0
1691307105.76125,0.0,0.0,0.0,0.0,184985.0,112605.0,0.0,0.0,7014.0
1691307105.761938,0.0,0.0,-19219.199219,0.0,0.0,0.0,0.0,3.445353,0.0
1691307105.768128,39.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.801145,0.0,0.0,0.0,0.0,184884.0,112577.0,0.0,0.0,6986.0
1691307105.828487,0.0,0.0,-19218.199219,0.0,0.0,0.0,0.0,3.436863,0.0
1691307105.840697,0.0,0.0,0.0,0.0,184784.0,112562.0,0.0,0.0,6928.0
1691307105.880248,0.0,0.0,0.0,0.0,184754.0,112550.0,0.0,0.0,6900.0
1691307105.887815,0.0,0.0,0.0,0.0,0.0,0.0,41.938,0.0,0.0
1691307105.895037,0.0,0.0,-19218.800781,0.0,0.0,0.0,0.0,3.441962,0.0
1691307105.90226,39.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307105.9198,0.0,0.0,0.0,0.0,184750.0,112544.0,0.0,0.0,6900.0
1691307105.959007,0.0,0.0,0.0,0.0,184780.0,112548.0,0.0,0.0,6902.0
1691307105.960555,0.0,0.0,-19218.199219,0.0,0.0,0.0,0.0,3.436863,0.0
1691307105.998215,0.0,0.0,0.0,0.0,184783.0,112545.0,0.0,0.0,6909.0
1691307106.01885,0.0,0.0,0.0,0.0,0.0,0.0,41.902,0.0,0.0
1691307106.026073,0.0,0.0,-19218.0,0.0,0.0,0.0,0.0,3.435175,0.0
1691307106.032264,39.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.03811,0.0,0.0,0.0,0.0,184778.0,112545.0,0.0,0.0,6911.0
1691307106.078006,0.0,0.0,0.0,0.0,184779.0,112543.0,0.0,0.0,6918.0
1691307106.092107,0.0,0.0,-19218.199219,0.0,0.0,0.0,0.0,3.436863,0.0
1691307106.117901,0.0,0.0,0.0,0.0,184791.0,112556.0,0.0,0.0,6918.0
1691307106.150918,0.0,0.0,0.0,0.0,0.0,0.0,41.887,0.0,0.0
1691307106.158656,0.0,0.0,-19218.800781,0.0,0.0,0.0,0.0,3.441962,0.0
1691307106.164331,0.0,0.0,0.0,0.0,184809.0,112551.0,0.0,0.0,6933.0
1691307106.165363,39.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691307106.210761,0.0,640.0,0.0,94.0,184841.0,112564.0,0.0,0.0,6943.0
1691307106.225206,0.0,0.0,-19217.800781,0.0,0.0,0.0,0.0,3.433488,0.0
